2 840 Fri Mar 03 21:32:00 2006

sim/aircraft/acf_struct	int[10]	y	Pointers	Pointers to the individual aircraft structures.
sim/cockpit/switches/yaw_damper_on	int	y	???	Is the yaw damper on
sim/cockpit/switches/art_stab_on	int	y	???	Is the artificial stability system on?
sim/cockpit/switches/pre_rotating	int	y	???	???
sim/cockpit/switches/pre_rotate_level	int	y	???	???
sim/cockpit/switches/parachute_on	int	y	???	Is the parachute deployed
sim/cockpit/switches/jato_on	int	y	???	Are jatos on
sim/cockpit/switches/prop_sync_on	int	y	???	Is prop sync on
sim/cockpit/switches/puffers_on	int	y	???	Are puffers on
sim/cockpit/switches/water_scoop	int	y	???	Is water scoop active
sim/cockpit/switches/arresting_gear	int	y	???	Is the arresting gear deployed
sim/cockpit/switches/dumping_fuel	int	y	???	Are we dumping fuel
sim/cockpit/switches/tot_ener_audio	int	y	???	???
sim/cockpit/switches/EFIS_map_mode	int	y	???	Is the moving map showing the map or another HSI
sim/cockpit/switches/EFIS_map_submode	int	y	enum	0=app,1=vor,2=map,3=nav,4=pln specific mode of the map (or HSI)
sim/cockpit/switches/EFIS_map_range_selector	int	y	???	The display range for the moving map
sim/cockpit/switches/ECAM_mode	int	y	???	The display mode for the ECAM
sim/cockpit/switches/gear_handle_status	int	y	boolean	Gear handle is up or down?
sim/cockpit/switches/EFIFS_shows_weather	int	y	boolean	Does the EFIS display show storms/weather?
sim/cockpit/switches/EFIS_shows_tcas	int	y	boolean	Does the EFIS show other aircraft?
sim/cockpit/switches/EFIS_shows_airports	int	y	boolean	Does the EFIS show other airports?
sim/cockpit/switches/EFIS_shows_waypoints	int	y	boolean	Does the EFIS show waypoints?
sim/cockpit/switches/EFIS_shows_VORs	int	y	boolean	Does the EFIS show VORs?
sim/cockpit/switches/EFIS_shows_NDBs	int	y	boolean	Does the EFIS show NDBs?
sim/cockpit/switches/HITS_mode	int	y	enum	What mode is the HITS display in
sim/cockpit/switches/argus_mode	int	y	enum	What mode is the Argus 2000 in
sim/cockpit/warnings/ECAM_warning_on	int	y	???	Is there a warning lit on the ECAM
sim/cockpit/warnings/warning_suppression_timeout	float	y	???	Time when master warning goes on again (after supression)
sim/cockpit/warnings/master_caution_timeout	float	y	???	Time master caution will go out
sim/cockpit/warnings/master_caution_on	float	y	???	Master caution is lit (because not accepted)
sim/cockpit/warnings/master_accept_on	float	y	???	Master accept is lit (because it is not pressed)
sim/cockpit/warnings/annunciator_test_timeout	float	y	???	Time annunciator test will end
sim/cockpit/warnings/annunciators/master_caution	int	y	boolean	Master caution light on/off
sim/cockpit/warnings/annunciators/master_warning	int	y	boolean	Master warning
sim/cockpit/warnings/annunciators/master_accept	int	y	boolean	Master accept light on/off
sim/cockpit/warnings/annunciators/autopilot_disconnect	int	y	boolean	autopilot has been disconnected
sim/cockpit/warnings/annunciators/low_vacuum	int	y	boolean	low vaccum pressure
sim/cockpit/warnings/annunciators/low_voltage	int	y	boolean	low battery voltage
sim/cockpit/warnings/annunciators/fuel_quantity	int	y	boolean	running out of fuel
sim/cockpit/warnings/annunciators/hydraulic_pressure	int	y	boolean	hydraulic pressure low
sim/cockpit/warnings/annunciators/fuel_pressure	int	y	boolean	fuel pressure low
sim/cockpit/warnings/annunciators/oil_pressure	int	y	boolean	oil pressure low
sim/cockpit/warnings/annunciators/oil_temperature	int	y	boolean	oil temperature too high
sim/cockpit/warnings/annunciators/inverter	int	y	boolean	inverters are off or broken
sim/cockpit/warnings/annunciators/generator	int	y	boolean	generators are off or broken
sim/cockpit/warnings/annunciators/chip_detect	int	y	boolean	a chip has been detected in, um, a prop or turbine?
sim/cockpit/warnings/annunciators/engine_fire	int	y	boolean	yer engines are on fire, fer cryin out loud
sim/cockpit/warnings/annunciators/auto_ignition	int	y	boolean	auto iginition ???
sim/cockpit/warnings/annunciators/speedbrake	int	y	boolean	???
sim/cockpit/warnings/annunciators/GPWS	int	y	boolean	???
sim/cockpit/warnings/annunciators/ice	int	y	boolean	???
sim/cockpit/warnings/annunciators/lo_rotor	int	y	boolean	???
sim/cockpit/warnings/annunciators/hi_rotor	int	y	boolean	???
sim/cockpit/warnings/annunciators/reverse	int	y	boolean	???
sim/cockpit/weapons/guns_armed	int	y	???	Are guns armed
sim/cockpit/weapons/rockets_armed	int	y	???	Are rockets armed
sim/cockpit/weapons/missiles_armed	int	y	???	Are missiles armed
sim/cockpit/weapons/bombs_armed	int	y	???	Are bombs armed
sim/cockpit/weapons/firing_mode	int	y	???	Firing mode (single, ripple, etc. for bombs)
sim/cockpit/weapons/firing_rate	int	y	???	Firing rate (for bombs)
sim/cockpit/weapons/plane_target_index	int	y	???	Index of plane that is being targeted
sim/cockpit/avidyne/lft_hil	int	y	???	???
sim/cockpit/avidyne/rgt_hil	int	y	???	???
sim/cockpit/avidyne/alt_hil	int	y	???	???
sim/cockpit/avidyne/src	int[3]	y	???	???
sim/cockpit/avidyne/hsi_mode	int	y	???	???
sim/cockpit/avidyne/map_range_sel	int	y	???	???
sim/flightmodel/controls/sbrkrat	float	y	???	Requested speed brake deployment
sim/flightmodel/controls/flaprqst	float	y	???	Requested flap deployment
sim/flightmodel/controls/slatrqst	float	y	???	Requested Slat deplyoment - note that in XP8 you cannot independently control slats.
sim/flightmodel/controls/ail_trim	float	y	???	Aileron Trim
sim/flightmodel/controls/dist	float	y	meters	Distance Travelled
sim/flightmodel/controls/elv_trim	float	y	???	Elevation Trim
sim/flightmodel/controls/flaprat	float	y	???	Actual flap 1 deplyoment
sim/flightmodel/controls/flap2rat	float	y	???	Actual flap 2 deplyoment
sim/flightmodel/controls/l_brake_add	float	y	part	Left Brake
sim/flightmodel/controls/r_brake_add	float	y	part	Right Brake
sim/flightmodel/controls/lail1def	float	y	degrees	Deflection Left Aileron 1
sim/flightmodel/controls/lail2def	float	y	degrees	Deflection Left Aileron 2
sim/flightmodel/controls/rail1def	float	y	degrees	Deflection Right Aileron 1
sim/flightmodel/controls/rail2def	float	y	degrees	Deflection Right Aileron 2
sim/flightmodel/controls/ldruddef	float	y	degrees	Deflection Left Rudder
sim/flightmodel/controls/rdruddef	float	y	degrees	Deflection Right Rudder
sim/flightmodel/controls/lsplrdef	float	y	degrees	Deflection Left Spoiler
sim/flightmodel/controls/rsplrdef	float	y	degrees	Deflection Right Spoiler
sim/flightmodel/controls/ail1_def	float[73]	y	degrees	Deflection Aileron 1
sim/flightmodel/controls/ail2_def	float[73]	y	degrees	Deflection Aileron 2
sim/flightmodel/controls/splr_def	float[73]	y	degrees	Deflection Spoilers
sim/flightmodel/controls/splr2_def	float[73]	y	degrees	Deflection Spoilers 2
sim/flightmodel/controls/yawb_def	float[73]	y	degrees	???
sim/flightmodel/controls/rudd_def	float[73]	y	degrees	Deflection Rudders
sim/flightmodel/controls/rudd2_def	float[73]	y	degrees	Deflection Rudders
sim/flightmodel/controls/elv1_def	float[73]	y	degrees	Deflection Elevators
sim/flightmodel/controls/elv2_def	float[73]	y	degrees	Deflection Elevators
sim/flightmodel/controls/fla1_def	float[73]	y	degrees	Deflection Flaps
sim/flightmodel/controls/fla2_def	float[73]	y	degrees	Deflection Flaps
sim/flightmodel/controls/sbrkrqst	float	y	???	Speed Brake
sim/flightmodel/controls/vectrqst	float	y	???	Vector
sim/flightmodel/controls/swdi	float	y	???	Sweep Ratio
sim/flightmodel/controls/swdirqst	float	y	???	Sweep
sim/flightmodel/controls/slatrat	float	y	???	Slat Ratio
sim/flightmodel/controls/nosewheel_steer	float	n	???	Nose Wheel Steering
sim/flightmodel/controls/parkbrake	float	y	   	???
sim/flightmodel/controls/rot_trim	float	y	???	Rotor Trim
sim/flightmodel/controls/rud_trim	float	y	???	Rudder Trim
sim/flightmodel/controls/incid_rqst	float	y	???	???
sim/flightmodel/controls/dihed_rqst	float	y	???	???
sim/flightmodel/controls/vect_rat	float	y	???	???
sim/flightmodel/controls/incid_rat	float	y	???	???
sim/flightmodel/controls/dihed_rat	float	y	???	???
sim/flightmodel/cyclic/cyclic_ailn_blad_alph	float[8]	n	??? Blade alpha	???
sim/flightmodel/cyclic/cyclic_ailn_disc_tilt	float[8]	n	???	Disc tilt
sim/flightmodel/cyclic/cyclic_elev_blad_alph	float[8]	n	???	Blade alpha
sim/flightmodel/cyclic/cyclic_elev_disc_tilt	float[8]	n	???	Disc tilt
sim/flightmodel/cyclic/cyclic_elev_command	float[8]	n	???	???
sim/flightmodel/cyclic/cyclic_ailn_command	float[8]	n	???	???
sim/flightmodel/cyclic/sidecant	float[8]	y	???	???
sim/flightmodel/cyclic/vertcant	float[8]	y	???	???
sim/flightmodel/cyclic/disc_ang	float[8]	n	???	???
sim/flightmodel/engine/ENGN_N2_	float[8]	y	percent	N2 speed as percent of max (per engine)
sim/flightmodel/engine/ENGN_EGT	float[8]	y	ratio	Exhaust Gas Temperature per engine (ratio from min to max, min = 0, max = 700)
sim/flightmodel/engine/ENGN_ITT	float[8]	y	ratio	Interturbine Temperature per engine (ratio from min to max, min = 0, max = 700)
sim/flightmodel/engine/ENGN_CHT	float[8]	y	ratio	Cylinder Head Temperature (ratio from min to max)
sim/flightmodel/engine/ENGN_EGT_c	float[8]	y	degc	EGT (per engine) in degrees celsius
sim/flightmodel/engine/ENGN_ITT_c	float[8]	y	degc	ITT (per engine) in degrees celsius
sim/flightmodel/engine/ENGN_CHT_c	float[8]	y	degc	CHT (per engine in degrees celsius
sim/flightmodel/engine/ENGN_bat_amp	float[8]	y	???	Battery amps (per engine)
sim/flightmodel/engine/ENGN_bat_volt	float[8]	y	???	Batery volts (per engine)
sim/flightmodel/engine/ENGN_cowl	float[8]	y	ratio	Cowl flaps control (per engine) 0 = closed, 1 = open
sim/flightmodel/engine/ENGN_EPR	float[8]	y	EPR	Engine Pressure Ratio (per engine)
sim/flightmodel/engine/ENGN_FF_	float[8]	y	kg/s	Fuel flow (per engine) in kg/second
sim/flightmodel/engine/ENGN_gen_amp	float[8]	y	???	Generator amps (per engine)
sim/flightmodel/engine/ENGN_heat	float[8]	y	ratio	Carb Heat Control (per engine), 0 = off, 1 = on
sim/flightmodel/engine/ENGN_mixt	float[8]	y	ratio	Mixture Control (per engine), 0 = cutoff, 1 = full rich
sim/flightmodel/engine/ENGN_MPR	float[8]	y	???	MPR (per engine)
sim/flightmodel/engine/ENGN_N1_	float[8]	y	percent	N1 speed as percent of max (per engine)
sim/flightmodel/engine/ENGN_oil_press_psi	float[8]	y	degc	Oil pressure (per engine) in PSI
sim/flightmodel/engine/ENGN_oil_temp_c	float[8]	n	psi	Oil temp (per engine) in degs C
sim/flightmodel/engine/ENGN_oil_press	float[8]	y	ratio	Oil pressure (per engine) as ratio of max
sim/flightmodel/engine/ENGN_oil_temp	float[8]	n	ratio	Oil temp (per engine) a ratio of max
sim/flightmodel/engine/ENGN_power	float[8]	y	???	Power (per engine)
sim/flightmodel/engine/ENGN_prop	float[8]	y	rad/sec	Commanded Prop Speed (per engine)
sim/flightmodel/engine/ENGN_sigma	float[8]	y	???	Sigma (per engine)
sim/flightmodel/engine/ENGN_thro	float[8]	y	ratio	Throttle (per engine) as set by user, 0 = idle, 1 = max
sim/flightmodel/engine/ENGN_thro_use	float[8]	y	ratio 	Throttle (per engine) when overridden by you, plus with thrust vectors
sim/flightmodel/engine/ENGN_thro_override	float	y	ratio 	An override from 0.0 to max fwd thrust for overriding all throttles.  Set to -999.0 to disengage.
sim/flightmodel/engine/ENGN_TRQ	float[8]	y	NewtonMeters	Torque (per engine)
sim/flightmodel/engine/ENGN_running	int[8]	y	boolean	Engine on and using fuel (only reliable in 740 and later)
sim/flightmodel/engine/ENGN_burning	int[8]	y	boolean	Afterburner on (only reliable in 740 and later)
sim/flightmodel/engine/ENGN_propmode	int[8]	y	enum	Prop mode: feather=0,normal=1,beta=2,reverse=3
sim/flightmodel/engine/ENGN_burnrat	float[8]	y	???	???
sim/flightmodel/engine/ENGN_oil_quan	float[8]	y	???	???
sim/flightmodel/engine/ENGN_mixt_pow_rat	float[8]	y	???	???
sim/flightmodel/engine/ENGN_oil_lube_rat	float[8]	y	??? 	???
sim/flightmodel/engine/ENGN_crbice	float[8]	y	ratio	Amount of carb ice buildup (0-1)
sim/flightmodel/engine/ENGN_tacrad	float[8]	y	rad/sec	Engine speed in radians/second
sim/flightmodel/engine/ENGN_omegadot	float[8]	y	???	???
sim/flightmodel/engine/POINT_pitch_deg	float[8]	y	degrees	Prop Pitch
sim/flightmodel/engine/POINT_prop_eff	float[8]	y	???	Efficiency
sim/flightmodel/engine/POINT_tacrad	float[8]	y	rad/sec	Prop speed in radians/second
sim/flightmodel/engine/POINT_thrust	float[8]	y	???	Thrust
sim/flightmodel/engine/POINT_rock_TRQ	float[8]	y	???	???
sim/flightmodel/engine/POINT_drag_TRQ	float[8]	y	???	???
sim/flightmodel/engine/POINT_omegadot	float[8]	y	???	???
sim/flightmodel/engine/POINT_cone_rad	float[8]	y	???	???
sim/flightmodel/engine/POINT_side_wash	float[8]	n	???	???
sim/flightmodel/engine/POINT_XYZ	float[24]	n	???	???
sim/flightmodel/engine/POINT_pitch_deg_use	float[8]	y	???	???
sim/flightmodel/engine/POINT_prop_ang_deg	float[8]	n	???	???
sim/flightmodel/failures/frm_ice	float	y	ratio	Ratio of icing on wings/airframe
sim/flightmodel/failures/pitot_ice	float	y	ratio	Ratio of icing on pitot tube
sim/flightmodel/failures/pitot_ice2	float	y	ratio	Ratio of icing on pitot tube2
sim/flightmodel/failures/prop_ice	float	y	ratio	Ratio of icing on the prop
sim/flightmodel/failures/inlet_ice	float	y	ratio	Ratio of icing on the air inlets?
sim/flightmodel/failures/window_ice	float	y	ratio	Ratio of icing on the windshield
sim/flightmodel/failures/aoa_ice	float	y	ratio	Ratio of icing on alpha vane
sim/flightmodel/failures/stallwarning	int	y	???	Stall Warning
sim/flightmodel/failures/over_g	int	y	???	???
sim/flightmodel/failures/over_vne	int	y	???	???
sim/flightmodel/failures/over_vfe	int	y	???	???
sim/flightmodel/failures/over_vle	int	y	???	???
sim/flightmodel/failures/onground_any	int	n	???	???
sim/flightmodel/failures/onground_all	int	n	???	???
sim/flightmodel/failures/smoking	int	y	???	???
sim/flightmodel/failures/lo_rotor_warning	int	y	???	Lo Rotor Warning
sim/flightmodel/forces/fnrml_aero	float	n	???	???
sim/flightmodel/forces/faxil_aero	float	n	???	???
sim/flightmodel/forces/fside_aero	float	n	???	???
sim/flightmodel/forces/fnrml_prop	float	n	???	???
sim/flightmodel/forces/faxil_prop	float	n	???	???
sim/flightmodel/forces/fside_prop	float	n	???	???
sim/flightmodel/forces/g_nrml	float	n	???	???
sim/flightmodel/forces/g_axil	float	n	???	???
sim/flightmodel/forces/g_side	float	n	???	???
sim/flightmodel/forces/faxil_gear	float	n	???	???
sim/flightmodel/forces/fside_gear	float	n	???	???
sim/flightmodel/forces/fnrml_gear	float	n	???	???
sim/flightmodel/forces/vx_air_on_acf	float	n	???	???
sim/flightmodel/forces/vy_air_on_acf	float	n	???	???
sim/flightmodel/forces/vz_air_on_acf	float	n	???	???
sim/flightmodel/forces/vx_acf_axis	float	n	???	???
sim/flightmodel/forces/vy_acf_axis	float	n	???	???
sim/flightmodel/forces/vz_acf_axis	float	n	???	???
sim/flightmodel/forces/Q_rotor_rad	float[8]	y	???	???
sim/flightmodel/forces/R_rotor_rad	float[8]	y	???	???
sim/flightmodel/forces/vs	float	y	???	???
sim/flightmodel/forces/ve	float	y	???	???
sim/flightmodel/forces/lift_path_axis	float	y	   ??? ???	???
sim/flightmodel/forces/drag_path_axis	float	y	   ??? ???	???
sim/flightmodel/forces/side_path_axis	float	y	   ??? ???	???
sim/flightmodel/jetwash/DVinc	float[8]	n	???	DVinc
sim/flightmodel/jetwash/ringDVinc	float[80]	n	???	ringDVinc
sim/flightmodel/misc/ett_size	float	y	???	??? Slung/jettisonable load size (this should read JETT size but has a typo) hrm weigiht?!
sim/flightmodel/misc/jett_len	float	y	???	??? slung jettisonable load length (length of cable??!)
sim/flightmodel/misc/g_total	float	n	???	???
sim/flightmodel/misc/nosewheel_speed	float	n	???	???
sim/flightmodel/misc/wing_tilt_ptch	float	y	???	???
sim/flightmodel/misc/wing_tilt_roll	float	y	???	???
sim/flightmodel/misc/ai_app_mode	int	y	???	???
sim/flightmodel/misc/jato_left	float	y	???	???
sim/flightmodel/misc/displace_rat	float	y	???	???
sim/flightmodel/misc/h_ind	float	n	meters	Indicated barometric altitude, quite probably in feet actually.
sim/flightmodel/misc/h_ind2	float	n	meters	Indicated barometric altitude, quite probably in feet actually.
sim/flightmodel/misc/machno	float	n	???	???
sim/flightmodel/misc/Qstatic	float	n	psf	Ambient Q
sim/flightmodel/misc/turnrate_roll	float	n	???	???
sim/flightmodel/misc/turnrate_roll2	float	n	???	???
sim/flightmodel/misc/turnrate_noroll	float	n	???	???
sim/flightmodel/misc/turnrate_noroll2	float	n	???	???
sim/flightmodel/misc/slip	float	n	???	???
sim/flightmodel/misc/time_jett_over	float	y	???	???
sim/flightmodel/misc/rocket_mode	int	y	???	???
sim/flightmodel/misc/rocket_timeout	float	y	???	???
sim/flightmodel/misc/prop_ospeed_test_timeout	float	y	???	???
sim/flightmodel/misc/blown_flap_engage_rat	float	y	???	???
sim/flightmodel/misc/lift_fan_total_power	float	y	???	???
sim/flightmodel/misc/stab_ptch_test	int	n	???	Computed stability derivative - pitch
sim/flightmodel/misc/stab_hdng_test	int	n	??? Computed Stability drivative - heading	???
sim/flightmodel/misc/cgz_ref_to_default	float	n	???	???
sim/flightmodel/misc/i	int	y	index  Env quad the plane is over.	???
sim/flightmodel/misc/j	int	y	index  Made obsolete by new scenery system.	???
sim/flightmodel/misc/Q_centroid_MULT	float[292]	n	???	???
sim/flightmodel/misc/C_m	float	y	???	???
sim/flightmodel/misc/C_n	float	y	???	???
sim/flightmodel/misc/cl_overall	float	y	???	???
sim/flightmodel/misc/cd_overall	float	y	 	???
sim/flightmodel/misc/l_o_d	float	y	   	???
sim/flightmodel/ground/surface_texture_type	int	y	enum tbd - writable only with override_groundplane	???
sim/flightmodel/ground/plugin_ground_center	float[3]	y	meters	Location of a pt on the ground in local corods
sim/flightmodel/ground/plugin_ground_slope_normal	float[3]	y	vector	Normal vector of the terrain (must be normalized)
sim/flightmodel/ground/plugin_ground_terrain_velocity	float[3]	y	m/s 	speed of deck moving under us (this is a velocity vector)
sim/flightmodel/movingparts/gear1def	float	n	???	landing gear1 def
sim/flightmodel/movingparts/gear2def	float	n	???	landing gear2 def
sim/flightmodel/movingparts/gear3def	float	n	???	landing gear3 def
sim/flightmodel/movingparts/gear4def	float	n	???	landing gear4 def
sim/flightmodel/movingparts/gear5def	float	n	???	landing gear5 def
sim/flightmodel/movingparts/wing_sweep1	float	n	???	wing sweep 1
sim/flightmodel/movingparts/wing_sweep2	float	n	???	wing sweep 2
sim/flightmodel/movingparts/wing_sweep3	float	n	???	wing sweep 3
sim/flightmodel/movingparts/tvect	float	n	???	thrust vector
sim/flightmodel/parts/v_el	float[2920]	n	???	73x10x4 speed is DIFFERENT FOR EACH BLADE!
sim/flightmodel/parts/alpha_el	float[2920]	n	???  	73x10x4 alpha is DIFFERENT FOR EACH BLADE!
sim/flightmodel/parts/downwash_deg	float[730]	n	???	73x10
sim/flightmodel/parts/propwash_rat	float[730]	n	???	73x10
sim/flightmodel/parts/del_dir	float[2920]	n	???	73x10x4 corkscrew path is DIFFERENT FOR EACH BLADE!
sim/flightmodel/parts/CL_grndeffect	float[73]	n	???	73
sim/flightmodel/parts/CD_grndeffect	float[73]	n	???	73
sim/flightmodel/parts/wash_grndeffect	float[73]	n	???	73
sim/flightmodel/parts/Q_centroid_loc	float[292]	n	???	73x4 centroid is TOTALLY DIFFERENT FOR EACH BLADE on helos and gyros!
sim/flightmodel/parts/Q_centroid_MULT	float[292]	n	???	73x4 centroid is TOTALLY DIFFERENT FOR EACH BLADE on helos and gyros!
sim/flightmodel/parts/stalled	float[73]	n	???	73
sim/flightmodel/parts/tire_locked	float[73]	n	???	73
sim/flightmodel/parts/tire_drag_dis	float[73]	n	???	73
sim/flightmodel/parts/tire_speed_term	float[73]	n	???	73
sim/flightmodel/parts/tire_speed_now	float[73]	n	???	73
sim/flightmodel/parts/tire_prop_rot	float[73]	n	???	73
sim/flightmodel/parts/tire_vrt_def_veh	float[73]	n	???	73
sim/flightmodel/parts/tire_vrt_frc_veh	float[73]	n	???	73
sim/flightmodel/parts/tire_steer_cmd	float[73]	n	???	73
sim/flightmodel/parts/tire_steer_act	float[73]	n	???	73
sim/flightmodel/parts/nrml_force	float[73]	n	???	73 for data output, for the entire flying surface
sim/flightmodel/parts/axil_force	float[73]	n	???	73 for data output, for the entire flying surface
sim/flightmodel/parts/force_XYZ	float[2190]	n	???	73x10x3 for force visualization, for each element
sim/flightmodel/parts/flap_def	float[73]	n	???	73 with flap setting, and then variation with pitch and roll input, on a 4 wing plane, with flaps on every wing, some going up and down with pitch input, we better find the flap def on each surface!
sim/flightmodel/parts/flap2_def	float[73]	n	???	73 with flap setting, and then variation with pitch and roll input, on a 4 wing plane, with flaps on every wing, some going up and down with pitch input, we better find the flap def on each surface!
sim/flightmodel/parts/elev_cont_def	float[73]	n	???	73 different for each part since def may be positive on a canard and negative on an aft wing... ON THE SAME PLANE AT THE SAME TIME!
sim/flightmodel/parts/elev_trim_def	float[73]	n	???	73 different for each part since def may be positive on a canard and negative on an aft wing... ON THE SAME PLANE AT THE SAME TIME!
sim/flightmodel/parts/rudd_cont_def	float[73]	n	???	73 different for each part since def may be positive on top vstab and neg on the bottom one.... ON THE SAME PLANE AT THE SAME TIME!
sim/flightmodel/parts/rudd2_cont_def	float[73]	n	???	73 different for each part since def may be positive on top vstab and neg on the bottom one.... ON THE SAME PLANE AT THE SAME TIME!
sim/flightmodel/parts/foil_swe	float[73]	n	???	73
sim/flightmodel/parts/foil_dih	float[73]	n	???	73
sim/flightmodel/parts/foil_inc	float[73]	n	???	73
sim/flightmodel/parts/elem_inc	float[730]	n	???	73x10
sim/flightmodel/position/local_x	double	y	meters	The location of the plane in OpenGL coordinates
sim/flightmodel/position/local_y	double	y	meters	The location of the plane in OpenGL coordinates
sim/flightmodel/position/local_z	double	y	meters	The location of the plane in OpenGL coordinates
sim/flightmodel/position/lat_ref	float	n	degrees	The latitude of the point 0,0,0 in OpenGL coordinates (Writing NOT recommended!!)
sim/flightmodel/position/lon_ref	float	n	degrees	The longitude of the point 0,0,0 in OpenGL coordinates.
sim/flightmodel/position/latitude	double	y	degrees	The latitude of the aircraft
sim/flightmodel/position/longitude	double	y	degrees	The longitude of the aircraft
sim/flightmodel/position/elevation	double	y	meters	The elevation above MSL of the aircraft
sim/flightmodel/position/theta	float	y	degrees	The pitch relative to the plane normal to the Y axis in degrees
sim/flightmodel/position/phi	float	y	degrees	The roll of the aircraft in degrees
sim/flightmodel/position/psi	float	y	degrees	The true heading of the aircraft in degrees from the Z axis
sim/flightmodel/position/magpsi	float	n	degrees	The magnetic heading of the aircraft.
sim/flightmodel/position/local_vx	float	y	???	The velocity in local OGL coordinates
sim/flightmodel/position/local_vy	float	y	???	The velocity in local OGL coordinates
sim/flightmodel/position/local_vz	float	y	???	The velocity in local OGL coordinates
sim/flightmodel/position/local_ax	float	y	???	The acceleration in local OGL coordinates
sim/flightmodel/position/local_ay	float	y	???	The acceleration in local OGL coordinates
sim/flightmodel/position/local_az	float	y	???	The acceleration in local OGL coordinates
sim/flightmodel/position/alpha	float	n	degrees	The pitch relative to the flown path (angle of attack)
sim/flightmodel/position/beta	float	n	degrees	The heading relative to the flown path (yaw)
sim/flightmodel/position/vpath	float	n	degrees	The pitch the aircraft actually flies.  (vpath+alpha=theta)
sim/flightmodel/position/hpath	float	n	degrees	The heading the aircraft actually flies.  (hpath+beta=psi)
sim/flightmodel/position/groundspeed	float	n	meters/sec	The ground speed of the aircraft
sim/flightmodel/position/indicated_airspeed	float	n	kias	Air speed indicated - this takes into account air density and wind direction
sim/flightmodel/position/indicated_airspeed2	float	n	kias	Air speed indicated - this takes into account air density and wind direction
sim/flightmodel/position/true_airspeed	float	n	meters/sec	Air speed true - this does not take into account air density at altitude!
sim/flightmodel/position/magnetic_variation	float	n	degrees	The local magnetic variation [PROBABLY NEEDS TO GO SOMEWHER ELSE!]
sim/flightmodel/position/M	float	n	???	The angular momentum of the aircraft (relative to flight axis)
sim/flightmodel/position/N	float	n	???	The angular momentum of the aircraft (relative to flight axis)
sim/flightmodel/position/L	float	n	???	The angular momentum of the aircraft (relative to flight axis)
sim/flightmodel/position/P	float	y	???	The rotation rates (relative to the flight)
sim/flightmodel/position/Q	float	y	???	The rotation rates (relative to the flight)
sim/flightmodel/position/R	float	y	???	The rotation rates (relative to the flight)
sim/flightmodel/position/P_dot	float	n	???	The angular acceleration (relative to the flight)
sim/flightmodel/position/Q_dot	float	n	???	The angular acceleration (relative to the flight)
sim/flightmodel/position/R_dot	float	n	???	The angular acceleration rates (relative to the flight)
sim/flightmodel/position/Prad	float	y	???	???
sim/flightmodel/position/Qrad	float	y	???	???
sim/flightmodel/position/Rrad	float	y	???	???
sim/flightmodel/position/q	float[4]	y	???	???
sim/flightmodel/position/vh_ind	float	n	m/s	VVI (vertical velocity in meters per second)
sim/flightmodel/position/vh_ind_fpm	float	n	fpm	VVI (vertical velocity in meters per second)
sim/flightmodel/position/vh_ind_fpm2	float	n	fpm	VVI (vertical velocity in meters per second)
sim/flightmodel/position/y_agl	float	n	meters	AGL
sim/flightmodel/weight/m_fixed	float	y	kgs	Payload Weight
sim/flightmodel/weight/m_total	float	n	kgs	Total Weight
sim/flightmodel/weight/m_fuel1	float	y	kgs	Fuel Tank 1 Weight
sim/flightmodel/weight/m_fuel2	float	y	kgs	Fuel Tank 2 Weight
sim/flightmodel/weight/m_fuel3	float	y	kgs	Fuel Tank 3 Weight
sim/flightmodel/weight/m_jettison	float	y	kgs	Jettison
sim/flightmodel/weight/m_fuel_total	float	n	kgs	Fuel Total Weight
sim/graphics/animation/draw_object_x	float	n	float	X position in cartesian space of currently drawn object
sim/graphics/animation/draw_object_y	float	n	float	Y position in cartesian space of currently drawn object
sim/graphics/animation/draw_object_z	float	n	float	Z position in cartesian space of currently drawn object
sim/graphics/animation/draw_object_psi	float	n	float	rotation in cartesian space of currently drawn object
sim/graphics/colors/background_rgb	float[3]	n	RGB	Background color behind a modal window
sim/graphics/colors/menu_dark_rgb	float[3]	n	RGB	Dark tinging for menus
sim/graphics/colors/menu_hilite_rgb	float[3]	n	RGB	Menu color of a selected item
sim/graphics/colors/menu_lite_rgb	float[3]	n	RGB	Light tinging for menus
sim/graphics/colors/menu_text_rgb	float[3]	n	RGB	Menu Item Text Color
sim/graphics/colors/menu_text_disabled_rgb	float[3]	n	RGB	Menu Item Text Color When Disabled
sim/graphics/colors/subtitle_text_rgb	float[3]	n	RGB	Subtitle text colors
sim/graphics/colors/tab_front_rgb	float[3]	n	RGB	Color of text on tabs that are forward
sim/graphics/colors/tab_back_rgb	float[3]	n	RGB	Color of text on tabs that are in the bkgnd
sim/graphics/colors/caption_text_rgb	float[3]	n	RGB	Caption text (for on a main window)
sim/graphics/colors/list_text_rgb	float[3]	n	RGB	Text Color for scrolling lists
sim/graphics/colors/glass_text_rgb	float[3]	n	RGB	Text color for on a 'glass' screen
sim/graphics/colors/plane_path1_3d_rgb	float[3]	y	RGB	Color for 3-d plane path
sim/graphics/colors/plane_path2_3d_rgb	float[3]	y	RGB	Striping color for 3-d plane path
sim/graphics/misc/show_panel_click_spots	int	y	boolean	Show the clickable parts of the panel?
sim/graphics/misc/cockpit_light_level_r	float	n	ratio	The red level for the cockpit 'night' tinting, from 0 to 1
sim/graphics/misc/cockpit_light_level_g	float	n	ratio	The red level for the cockpit 'night' tinting, from 0 to 1
